id_img,label
10052,angry
10065,sad
10079,angry
10095,angry
10121,angry
10148,angry
10163,sad
10215,angry
1024,happy
10286,angry
10315,angry
10336,happy
10338,angry
10371,angry
10382,happy
10399,fear
10415,neutral
10426,angry
10551,sad
10554,angry
10583,neutral
10699,angry
10702,neutral
1071,angry
10743,angry
10746,neutral
10818,neutral
10823,neutral
10825,neutral
10839,happy
10854,angry
10970,neutral
11002,angry
11017,sad
11024,angry
11028,sad
1106,neutral
11075,angry
11093,happy
11096,fear
11158,neutral
11169,happy
11186,angry
11188,fear
11200,neutral
1124,angry
11266,fear
1127,fear
11337,angry
11342,neutral
11400,sad
11421,disgust
11467,angry
11561,fear
11610,angry
11613,angry
11632,angry
11642,neutral
11675,angry
11694,angry
1177,angry
11813,angry
11841,angry
11849,angry
11883,fear
11949,angry
11964,sad
11986,angry
12136,neutral
12144,happy
1215,neutral
12171,sad
12183,angry
12230,angry
12237,neutral
12307,fear
1235,fear
12352,neutral
12489,sad
12680,angry
12695,happy
12733,angry
12808,angry
12810,angry
12841,disgust
12842,sad
12851,angry
12928,neutral
12945,angry
13029,angry
13041,angry
13057,surprise
13059,angry
13092,neutral
13118,angry
13167,angry
13220,neutral
13267,fear
13279,neutral
13334,sad
13351,sad
13376,sad
13395,sad
1340,angry
13431,neutral
1350,disgust
13514,sad
13533,neutral
13535,angry
1358,sad
13582,fear
13599,sad
13607,angry
13671,fear
13672,fear
13738,angry
13758,neutral
1386,happy
13890,fear
13978,surprise
14022,angry
14030,angry
14058,sad
14108,fear
14118,happy
14120,sad
14148,happy
14185,sad
14206,angry
1422,sad
14243,neutral
14315,angry
14329,angry
14357,happy
14376,angry
1438,sad
14381,sad
14421,happy
14438,sad
14498,angry
14557,neutral
1460,sad
14706,happy
1477,neutral
14775,fear
14821,happy
14831,angry
14870,angry
14945,neutral
15074,fear
1508,angry
15138,angry
15172,fear
15190,neutral
15194,angry
15217,angry
15222,angry
15295,sad
15474,angry
15500,sad
15502,neutral
1555,neutral
15562,angry
15637,angry
15644,neutral
15654,surprise
15699,neutral
157,disgust
15709,angry
15712,sad
15715,fear
15725,neutral
1575,angry
15771,disgust
1582,surprise
15820,sad
15821,neutral
15835,sad
1584,angry
15848,angry
15897,sad
15919,angry
15941,fear
15954,sad
15979,sad
16033,neutral
16102,fear
16169,sad
16222,fear
16233,sad
16287,happy
16292,angry
16380,angry
16406,angry
16410,angry
16413,neutral
16428,sad
16506,surprise
16510,fear
16557,neutral
16565,neutral
16643,sad
16659,fear
16681,neutral
16711,happy
1672,angry
16764,fear
16768,angry
16783,neutral
16792,angry
16875,angry
16999,angry
17024,angry
17053,neutral
17085,neutral
17099,fear
17167,disgust
1717,angry
17170,neutral
17186,angry
17209,happy
17211,happy
17228,sad
17259,neutral
17316,sad
17344,angry
1736,sad
17371,neutral
17413,angry
17428,sad
17445,sad
17452,angry
17502,angry
17536,angry
17647,angry
17700,angry
17705,angry
17731,angry
17735,happy
17736,angry
17752,sad
17787,sad
17910,angry
17939,angry
18001,sad
18050,sad
18140,angry
18142,fear
18161,happy
18166,surprise
18183,angry
18200,angry
18247,angry
1825,sad
18254,sad
18284,angry
18376,angry
18380,sad
1841,neutral
18415,angry
18445,angry
18459,fear
18466,angry
18492,angry
18534,angry
18565,angry
18566,neutral
18588,angry
18593,fear
18602,angry
18617,neutral
18633,angry
18695,fear
18715,angry
18779,angry
1880,neutral
18810,angry
18837,angry
18882,angry
18903,sad
18949,neutral
18983,angry
1899,angry
18994,angry
19014,happy
19060,neutral
19067,sad
1908,angry
19093,angry
19108,angry
19114,neutral
19115,angry
19140,fear
19152,happy
19268,angry
19292,neutral
19309,neutral
19392,sad
19476,disgust
19477,fear
19485,sad
1966,angry
19664,happy
19732,angry
19811,sad
1983,fear
19832,angry
19877,sad
19906,neutral
19923,angry
1994,happy
19950,neutral
19961,happy
2006,neutral
20222,angry
20227,neutral
20287,surprise
20290,angry
20298,surprise
20303,sad
20312,angry
20328,neutral
20353,angry
20374,angry
20451,neutral
2050,angry
20505,angry
20532,sad
2055,sad
20629,sad
20630,neutral
20635,angry
20640,angry
20653,fear
20673,angry
20686,angry
20736,angry
20739,angry
20796,angry
20817,surprise
20849,sad
21068,angry
21099,sad
21111,fear
21131,angry
21135,angry
21161,sad
2117,surprise
21173,angry
21284,neutral
21371,sad
21374,neutral
2142,neutral
21447,fear
21472,angry
21511,angry
21512,happy
21520,surprise
21541,neutral
21573,sad
21670,sad
21703,angry
21723,happy
21782,angry
21836,neutral
21865,angry
21916,disgust
21921,sad
21922,happy
2194,sad
22089,angry
22183,fear
22184,angry
22198,sad
2225,fear
22309,sad
22334,sad
22375,happy
22516,angry
22695,angry
22733,angry
22739,happy
22789,neutral
22807,neutral
22810,angry
22832,happy
2290,fear
22990,angry
23,sad
23008,sad
23041,sad
23059,angry
23085,neutral
23164,angry
23194,angry
23215,neutral
23230,happy
23246,angry
23327,happy
23404,fear
23468,angry
23473,angry
23488,angry
23521,angry
23532,angry
23749,neutral
23780,angry
23783,happy
23814,angry
23847,neutral
23886,disgust
24067,angry
2407,neutral
24071,angry
24176,fear
24184,angry
24252,angry
24378,sad
24412,sad
24428,angry
24435,happy
24437,sad
24441,happy
24466,happy
24490,angry
245,neutral
24501,sad
24542,sad
24660,sad
24678,angry
24711,angry
24789,neutral
24797,angry
24819,angry
24821,neutral
2484,angry
2486,sad
2487,angry
24886,sad
249,neutral
24959,surprise
24967,fear
2498,angry
24992,disgust
25082,sad
25088,fear
251,neutral
25101,fear
2511,happy
25131,fear
25144,angry
25209,angry
25255,neutral
25343,sad
25360,neutral
25435,angry
25528,angry
25542,happy
2557,angry
2558,fear
25612,angry
25681,neutral
25688,sad
25778,happy
25795,neutral
2581,neutral
25811,angry
25813,angry
25844,angry
25874,angry
25876,angry
25886,angry
25891,sad
259,angry
25944,angry
25973,neutral
26025,angry
26038,fear
26059,angry
26121,neutral
26124,sad
26137,happy
26163,happy
26175,happy
26177,angry
26181,angry
26185,angry
26248,fear
26264,fear
26267,angry
26337,fear
26344,angry
26437,sad
26446,angry
26462,neutral
26572,angry
26597,happy
26618,fear
26620,angry
2668,angry
26725,fear
26789,neutral
26845,neutral
26860,neutral
26886,neutral
26899,angry
26900,angry
26919,angry
26928,disgust
26956,angry
27016,angry
27022,fear
27054,happy
2709,sad
2712,fear
27284,angry
27296,angry
27385,angry
27413,angry
27464,angry
27483,neutral
27544,angry
2762,angry
27652,fear
2770,angry
27704,happy
27715,angry
27726,sad
27744,neutral
27770,angry
27777,happy
27798,angry
27828,happy
