id_img,label
10052,angry
10065,fear
10079,angry
10095,angry
10121,angry
10148,angry
10163,sad
10215,angry
1024,happy
10286,angry
10315,angry
10336,happy
10338,angry
10371,angry
10382,happy
10399,neutral
10415,sad
10426,angry
10551,sad
10554,angry
10583,neutral
10699,angry
10702,neutral
1071,fear
10743,angry
10746,neutral
10818,neutral
10823,fear
10825,neutral
10839,happy
10854,angry
10970,neutral
11002,angry
11017,angry
11024,angry
11028,sad
1106,happy
11075,angry
11093,happy
11096,sad
11158,sad
11169,happy
11186,angry
11188,surprise
11200,sad
1124,angry
11266,fear
1127,neutral
11337,angry
11342,angry
11400,sad
11421,disgust
11467,angry
11561,neutral
11610,fear
11613,angry
11632,angry
11642,happy
11675,angry
11694,angry
1177,angry
11813,angry
11841,angry
11849,angry
11883,fear
11949,angry
11964,sad
11986,angry
12136,neutral
12144,angry
1215,neutral
12171,sad
12183,angry
12230,angry
12237,fear
12307,sad
1235,angry
12352,surprise
12489,sad
12680,angry
12695,happy
12733,fear
12808,angry
12810,angry
12841,angry
12842,angry
12851,angry
12928,sad
12945,angry
13029,angry
13041,angry
13057,surprise
13059,happy
13092,neutral
13118,angry
13167,angry
13220,angry
13267,fear
13279,angry
13334,sad
13351,sad
13376,neutral
13395,angry
1340,angry
13431,neutral
1350,angry
13514,sad
13533,surprise
13535,angry
1358,sad
13582,angry
13599,sad
13607,angry
13671,angry
13672,angry
13738,angry
13758,neutral
1386,fear
13890,fear
13978,angry
14022,angry
14030,angry
14058,neutral
14108,angry
14118,happy
14120,fear
14148,sad
14185,sad
14206,angry
1422,sad
14243,angry
14315,angry
14329,angry
14357,angry
14376,angry
1438,neutral
14381,sad
14421,angry
14438,sad
14498,angry
14557,neutral
1460,angry
14706,angry
1477,surprise
14775,fear
14821,angry
14831,angry
14870,angry
14945,angry
15074,fear
1508,neutral
15138,angry
15172,fear
15190,angry
15194,angry
15217,angry
15222,angry
15295,sad
15474,sad
15500,sad
15502,neutral
1555,angry
15562,angry
15637,happy
15644,neutral
15654,surprise
15699,angry
157,disgust
15709,happy
15712,angry
15715,surprise
15725,angry
1575,angry
15771,disgust
1582,happy
15820,sad
15821,sad
15835,angry
1584,angry
15848,angry
15897,angry
15919,angry
15941,angry
15954,sad
15979,sad
16033,neutral
16102,surprise
16169,sad
16222,fear
16233,sad
16287,happy
16292,angry
16380,angry
16406,angry
16410,angry
16413,fear
16428,sad
16506,fear
16510,fear
16557,sad
16565,sad
16643,sad
16659,angry
16681,sad
16711,happy
1672,angry
16764,fear
16768,angry
16783,angry
16792,angry
16875,angry
16999,sad
17024,angry
17053,sad
17085,happy
17099,sad
17167,angry
1717,angry
17170,neutral
17186,angry
17209,angry
17211,happy
17228,happy
17259,angry
17316,angry
17344,angry
1736,neutral
17371,angry
17413,sad
17428,sad
17445,sad
17452,angry
17502,angry
17536,angry
17647,angry
17700,angry
17705,angry
17731,angry
17735,angry
17736,angry
17752,sad
17787,sad
17910,angry
17939,angry
18001,sad
18050,sad
18140,angry
18142,surprise
18161,fear
18166,surprise
18183,angry
18200,angry
18247,disgust
1825,sad
18254,sad
18284,angry
18376,angry
18380,happy
1841,angry
18415,angry
18445,angry
18459,sad
18466,angry
18492,fear
18534,neutral
18565,angry
18566,angry
18588,fear
18593,angry
18602,angry
18617,sad
18633,angry
18695,fear
18715,angry
18779,angry
1880,angry
18810,angry
18837,angry
18882,angry
18903,sad
18949,happy
18983,neutral
1899,angry
18994,angry
19014,happy
19060,sad
19067,sad
1908,angry
19093,angry
19108,angry
19114,surprise
19115,angry
19140,sad
19152,happy
19268,angry
19292,angry
19309,sad
19392,sad
19476,disgust
19477,sad
19485,angry
1966,happy
19664,happy
19732,disgust
19811,angry
1983,fear
19832,angry
19877,neutral
19906,angry
19923,angry
1994,fear
19950,neutral
19961,fear
2006,fear
20222,angry
20227,angry
20287,surprise
20290,angry
20298,surprise
20303,angry
20312,angry
20328,fear
20353,angry
20374,angry
20451,neutral
2050,angry
20505,angry
20532,fear
2055,angry
20629,angry
20630,neutral
20635,angry
20640,angry
20653,sad
20673,angry
20686,angry
20736,angry
20739,angry
20796,angry
20817,surprise
20849,neutral
21068,angry
21099,sad
21111,angry
21131,sad
21135,angry
21161,angry
2117,surprise
21173,angry
21284,neutral
21371,sad
21374,fear
2142,neutral
21447,surprise
21472,angry
21511,disgust
21512,fear
21520,angry
21541,sad
21573,sad
21670,sad
21703,angry
21723,happy
21782,angry
21836,angry
21865,angry
21916,angry
21921,sad
21922,neutral
2194,angry
22089,angry
22183,fear
22184,happy
22198,sad
2225,sad
22309,sad
22334,sad
22375,sad
22516,angry
22695,angry
22733,angry
22739,happy
22789,neutral
22807,neutral
22810,angry
22832,happy
2290,disgust
22990,disgust
23,happy
23008,angry
23041,neutral
23059,angry
23085,neutral
23164,angry
23194,angry
23215,neutral
23230,happy
23246,angry
23327,happy
23404,neutral
23468,angry
23473,angry
23488,angry
23521,sad
23532,angry
23749,angry
23780,angry
23783,angry
23814,angry
23847,neutral
23886,disgust
24067,angry
2407,fear
24071,angry
24176,disgust
24184,angry
24252,sad
24378,sad
24412,sad
24428,angry
24435,happy
24437,sad
24441,happy
24466,angry
24490,angry
245,angry
24501,sad
24542,sad
24660,sad
24678,angry
24711,angry
24789,angry
24797,angry
24819,angry
24821,neutral
2484,angry
2486,sad
2487,angry
24886,sad
249,neutral
24959,surprise
24967,happy
2498,angry
24992,disgust
25082,sad
25088,fear
251,neutral
25101,angry
2511,angry
25131,fear
25144,angry
25209,angry
25255,neutral
25343,sad
25360,neutral
25435,disgust
25528,angry
25542,happy
2557,angry
2558,angry
25612,angry
25681,neutral
25688,sad
25778,happy
25795,angry
2581,angry
25811,angry
25813,angry
25844,angry
25874,happy
25876,angry
25886,angry
25891,sad
259,happy
25944,sad
25973,neutral
26025,neutral
26038,angry
26059,angry
26121,neutral
26124,sad
26137,happy
26163,happy
26175,fear
26177,sad
26181,angry
26185,angry
26248,fear
26264,fear
26267,angry
26337,sad
26344,angry
26437,sad
26446,happy
26462,neutral
26572,angry
26597,happy
26618,fear
26620,angry
2668,happy
26725,angry
26789,neutral
26845,angry
26860,neutral
26886,sad
26899,angry
26900,angry
26919,angry
26928,angry
26956,angry
27016,angry
27022,angry
27054,happy
2709,sad
2712,angry
27284,angry
27296,angry
27385,angry
27413,angry
27464,angry
27483,angry
27544,angry
2762,happy
27652,angry
2770,angry
27704,happy
27715,angry
27726,neutral
27744,neutral
27770,angry
27777,happy
27798,angry
27828,fear
2791,angry
27967,sad
27982,angry
28015,neutral
28058,angry
28062,neutral
28120,angry
28144,surprise
28148,angry
28149,angry
28207,angry
28248,angry
28288,angry
28300,angry
28401,happy
28438,angry
28498,sad
28509,angry
28543,sad
28547,angry
28560,angry
28585,angry
28614,angry
28618,angry
28620,angry
28660,angry
28707,surprise
28720,angry
28731,angry
28737,angry
28743,neutral
28749,angry
28800,surprise
28840,angry
28867,angry
28884,sad
2890,sad
28932,fear
28952,angry
29085,disgust
29119,angry
29132,sad
29202,sad
29266,angry
29319,surprise
2933,disgust
29414,sad
29471,angry
29477,neutral
29493,angry
29523,angry
29527,sad
29554,angry
29571,angry
29581,angry
29588,angry
29614,happy
29669,fear
29685,sad
29730,angry
298,happy
29818,angry
29866,angry
29929,sad
29931,surprise
29947,angry
29977,angry
29980,sad
30002,sad
30004,angry
30015,happy
30024,angry
30058,sad
30059,fear
30082,angry
30085,angry
30171,angry
3021,angry
30260,neutral
30273,sad
30290,neutral
30305,angry
30320,sad
30325,fear
30394,angry
30415,neutral
30420,angry
30456,sad
30458,disgust
30460,angry
30490,neutral
30509,happy
30535,angry
30563,angry
30584,surprise
30619,angry
30901,angry
30933,sad
30944,happy
3099,angry
31033,angry
31042,angry
31081,sad
31083,neutral
31138,happy
31142,fear
31203,angry
3121,angry
3137,angry
31491,angry
31529,happy
31544,sad
31609,happy
31635,sad
31693,sad
31703,angry
3176,neutral
31849,angry
3186,angry
31873,angry
3188,happy
31928,happy
32023,angry
32024,sad
32153,fear
32161,angry
32223,sad
32231,angry
3226,angry
32278,disgust
32281,neutral
32298,angry
32336,angry
32352,angry
32367,fear
32454,sad
32464,fear
32473,angry
3248,happy
32481,surprise
32506,happy
32512,angry
32575,sad
32584,angry
32617,sad
32662,happy
32755,angry
32777,angry
33015,angry
3303,fear
33105,angry
33131,angry
33221,angry
3327,sad
33301,happy
33308,angry
3334,sad
33352,angry
33444,sad
33450,angry
33459,angry
33494,angry
33560,surprise
33573,angry
33633,angry
33666,neutral
3370,angry
33729,angry
3377,sad
338,angry
33809,angry
33829,angry
33890,angry
33924,happy
33926,fear
3393,sad
33935,fear
33977,happy
33987,fear
33998,angry
34036,angry
34040,neutral
3412,angry
34138,angry
34151,angry
34175,happy
34178,angry
34184,angry
34238,happy
34259,fear
34352,sad
34359,surprise
34363,neutral
34448,sad
34474,angry
3449,happy
34507,sad
34581,angry
34592,angry
34596,sad
34620,angry
3467,angry
34714,angry
34778,angry
34879,surprise
35009,angry
35010,sad
35028,sad
35041,angry
35059,angry
35145,angry
35149,angry
35162,angry
35210,angry
3522,sad
35261,fear
35298,happy
35407,angry
35425,angry
35439,fear
35447,sad
35514,angry
3558,angry
3564,angry
35669,sad
35681,angry
35682,angry
35731,sad
35753,sad
35805,angry
35809,fear
35820,angry
35828,happy
35881,angry
35884,neutral
3599,sad
3632,angry
377,sad
38,angry
3802,angry
3819,sad
3839,happy
3862,sad
3870,neutral
3913,sad
4015,angry
404,fear
4060,neutral
4077,angry
4100,fear
4196,sad
4229,happy
4306,angry
4317,neutral
4324,angry
4349,angry
4384,angry
4396,angry
4397,sad
4459,angry
4468,angry
4502,fear
4579,angry
4616,angry
4637,neutral
4660,sad
4665,angry
4670,sad
4700,neutral
4751,fear
4807,fear
4878,angry
4937,sad
5010,angry
5060,happy
5064,neutral
521,sad
5220,angry
5233,angry
5244,sad
5259,surprise
5312,sad
5317,angry
5400,angry
5422,fear
5432,sad
5434,disgust
5459,fear
5519,angry
5564,angry
5570,angry
5582,sad
5607,sad
5610,neutral
5637,angry
5732,angry
5739,neutral
5780,angry
5810,fear
5822,angry
5859,sad
5883,angry
5888,happy
589,happy
5902,angry
5962,angry
6009,angry
6017,sad
6075,angry
608,sad
6088,angry
6119,angry
6129,angry
6155,fear
6225,sad
6232,angry
624,sad
6274,angry
6278,angry
6283,angry
6321,sad
633,sad
6347,angry
6364,angry
6365,neutral
6375,angry
6390,sad
6420,angry
6426,sad
6471,angry
6484,angry
65,sad
654,happy
6547,happy
6555,neutral
6561,angry
6566,fear
6580,angry
6581,angry
6584,surprise
6618,angry
6621,sad
665,angry
6652,happy
6726,angry
6739,angry
6745,sad
676,sad
6766,angry
6809,sad
6890,neutral
6923,angry
6955,angry
6965,angry
7015,angry
7056,angry
7103,angry
7136,happy
7174,angry
7219,angry
7257,angry
7261,angry
727,fear
7284,angry
7291,angry
7409,angry
7492,angry
7550,happy
7559,angry
7589,happy
764,neutral
7655,angry
7668,sad
7729,angry
7777,angry
7793,sad
7811,sad
7886,neutral
7919,fear
7937,fear
7979,angry
8000,angry
8001,angry
8052,angry
8096,angry
8103,neutral
8130,angry
8151,angry
816,angry
8267,neutral
8275,angry
8299,angry
8402,fear
842,angry
854,angry
8555,angry
8581,fear
8593,sad
861,angry
8661,fear
8685,angry
8719,angry
8734,angry
8902,angry
8916,angry
8969,angry
9012,angry
9059,neutral
9100,angry
9156,angry
9266,angry
9293,angry
9331,angry
9400,fear
9567,neutral
9615,angry
966,angry
9691,neutral
9698,sad
9715,angry
9748,angry
9785,angry
9802,surprise
9811,neutral
9862,angry
9884,sad
9931,angry
10053,disgust
10435,disgust
10532,angry
1115,disgust
11222,disgust
11529,disgust
11639,disgust
12417,disgust
12753,disgust
13372,disgust
13597,fear
13652,disgust
13847,angry
14041,sad
14869,sad
14954,sad
14958,angry
15110,disgust
16021,disgust
16054,disgust
16121,disgust
16264,disgust
16718,disgust
17260,angry
18077,angry
1843,fear
18464,disgust
18716,sad
19649,neutral
19734,disgust
19770,disgust
19801,disgust
19831,disgust
20761,disgust
21744,disgust
21765,disgust
21851,disgust
22320,disgust
2275,sad
23141,disgust
23153,sad
23665,angry
23876,surprise
24578,fear
25267,angry
25538,disgust
25541,happy
26859,happy
2732,sad
2742,disgust
28332,angry
28390,surprise
28710,disgust
28987,angry
29158,disgust
29269,disgust
30347,angry
30428,disgust
30499,disgust
30601,disgust
30719,disgust
30761,disgust
30907,disgust
3101,disgust
31232,angry
31323,neutral
31796,fear
31828,disgust
32487,fear
32681,disgust
33209,angry
33284,disgust
33561,disgust
33670,disgust
33995,angry
34022,angry
34432,disgust
34505,sad
34519,disgust
3521,surprise
35376,disgust
35580,disgust
3690,disgust
3778,disgust
4002,sad
4004,sad
4265,fear
4312,angry
4481,fear
4737,disgust
5085,disgust
533,disgust
573,disgust
6231,disgust
6926,disgust
7068,disgust
7192,angry
7405,fear
7455,disgust
7592,disgust
7835,disgust
807,neutral
8415,angry
8585,disgust
8726,sad
8893,disgust
8948,disgust
9043,sad
9297,disgust
9460,disgust
9504,sad
10029,sad
10043,happy
10044,sad
1008,fear
10099,fear
101,neutral
10189,fear
10263,angry
10267,fear
10278,angry
10292,angry
10355,fear
10409,happy
10437,sad
10443,sad
10445,sad
10458,sad
10489,fear
10493,surprise
10534,fear
1075,fear
10758,sad
1079,sad
10797,fear
10832,neutral
10933,fear
10944,angry
10968,neutral
10979,fear
11030,angry
11036,angry
11039,neutral
11054,surprise
11057,neutral
11104,sad
11112,fear
11137,surprise
11143,happy
11146,sad
1116,sad
1128,fear
1133,sad
11353,fear
11360,happy
1137,fear
11381,surprise
11412,fear
11416,sad
11471,angry
11536,neutral
1154,happy
11559,surprise
11587,sad
11653,fear
11682,fear
11687,sad
1169,neutral
11704,fear
11706,surprise
11727,sad
11729,sad
11747,angry
11754,neutral
11774,fear
11816,fear
11855,angry
11904,fear
1193,surprise
11944,fear
11968,surprise
11999,sad
12063,sad
12125,angry
12255,sad
12259,happy
12313,fear
12334,angry
12350,surprise
12383,fear
12431,sad
12440,neutral
12472,neutral
12496,sad
12527,fear
12578,happy
12592,fear
12634,angry
12674,neutral
12676,angry
12698,surprise
12712,fear
12737,surprise
12809,fear
12891,fear
12948,surprise
12986,fear
12988,sad
13067,neutral
13071,sad
131,sad
13114,sad
13121,angry
13152,fear
13179,fear
13233,fear
1325,neutral
13250,angry
13252,happy
13301,angry
13306,angry
13308,fear
13310,angry
13362,sad
13394,neutral
13405,fear
1343,angry
13482,fear
13486,sad
13518,sad
13549,surprise
13561,surprise
13585,angry
13587,fear
13593,sad
13596,fear
13638,sad
13664,surprise
1367,fear
13683,neutral
13694,fear
13798,fear
13855,angry
1389,sad
13899,neutral
13913,sad
13921,sad
13928,surprise
13933,fear
13939,fear
13965,angry
13971,happy
1401,neutral
14011,fear
