id_img,label
10052,neutral
10065,neutral
10079,neutral
10095,neutral
10121,neutral
10148,neutral
10163,neutral
10215,neutral
1024,neutral
10286,neutral
10315,neutral
10336,neutral
10338,neutral
10371,neutral
10382,neutral
10399,neutral
10415,neutral
10426,neutral
10551,neutral
10554,neutral
10583,neutral
10699,neutral
10702,neutral
1071,neutral
10743,neutral
10746,neutral
10818,neutral
10823,neutral
10825,neutral
10839,neutral
10854,neutral
10970,neutral
11002,neutral
11017,neutral
11024,neutral
11028,neutral
1106,neutral
11075,neutral
11093,neutral
11096,neutral
11158,neutral
11169,neutral
11186,neutral
11188,neutral
11200,neutral
1124,neutral
11266,neutral
1127,neutral
11337,neutral
11342,neutral
11400,neutral
11421,neutral
11467,neutral
11561,neutral
11610,neutral
11613,neutral
11632,neutral
11642,neutral
11675,neutral
11694,neutral
1177,neutral
11813,neutral
11841,neutral
11849,neutral
11883,neutral
11949,neutral
11964,neutral
11986,neutral
12136,neutral
12144,neutral
1215,neutral
12171,neutral
12183,neutral
12230,neutral
12237,neutral
12307,neutral
1235,neutral
12352,neutral
12489,neutral
12680,neutral
12695,neutral
12733,neutral
12808,neutral
12810,neutral
12841,neutral
12842,neutral
12851,neutral
12928,neutral
12945,neutral
13029,neutral
13041,neutral
13057,neutral
13059,neutral
13092,neutral
13118,neutral
13167,neutral
13220,neutral
13267,neutral
13279,neutral
13334,neutral
13351,neutral
13376,neutral
13395,neutral
1340,neutral
13431,neutral
1350,neutral
13514,neutral
13533,neutral
13535,neutral
1358,neutral
13582,neutral
13599,neutral
13607,neutral
13671,neutral
13672,neutral
13738,neutral
13758,neutral
1386,neutral
13890,neutral
13978,neutral
14022,neutral
14030,neutral
14058,neutral
14108,neutral
14118,neutral
14120,neutral
14148,neutral
14185,neutral
14206,neutral
1422,neutral
14243,neutral
14315,neutral
14329,neutral
14357,neutral
14376,neutral
1438,neutral
14381,neutral
14421,neutral
14438,neutral
14498,neutral
14557,neutral
1460,neutral
14706,neutral
1477,neutral
14775,neutral
14821,neutral
14831,neutral
14870,neutral
14945,neutral
15074,neutral
1508,neutral
15138,neutral
15172,neutral
15190,neutral
15194,neutral
15217,neutral
15222,neutral
15295,neutral
15474,neutral
15500,neutral
15502,neutral
1555,neutral
15562,neutral
15637,neutral
15644,neutral
15654,neutral
15699,neutral
157,neutral
15709,neutral
15712,neutral
15715,neutral
15725,neutral
1575,neutral
15771,neutral
1582,neutral
15820,neutral
15821,neutral
15835,neutral
1584,neutral
15848,neutral
15897,neutral
15919,neutral
15941,neutral
15954,neutral
15979,neutral
16033,neutral
16102,neutral
16169,neutral
16222,neutral
16233,neutral
16287,neutral
16292,neutral
16380,neutral
16406,neutral
16410,neutral
16413,neutral
16428,neutral
16506,neutral
16510,neutral
16557,neutral
16565,neutral
16643,neutral
16659,neutral
16681,neutral
16711,neutral
1672,neutral
16764,neutral
16768,neutral
16783,neutral
16792,neutral
16875,neutral
16999,neutral
17024,neutral
17053,neutral
17085,neutral
17099,neutral
17167,neutral
1717,neutral
17170,neutral
17186,neutral
17209,neutral
17211,neutral
17228,neutral
17259,neutral
17316,neutral
17344,neutral
1736,neutral
17371,neutral
17413,neutral
17428,neutral
17445,neutral
17452,neutral
17502,neutral
17536,neutral
17647,neutral
17700,neutral
17705,neutral
17731,neutral
17735,neutral
17736,neutral
17752,neutral
17787,neutral
17910,neutral
17939,neutral
18001,neutral
18050,neutral
18140,neutral
18142,neutral
18161,neutral
18166,neutral
18183,neutral
18200,neutral
18247,neutral
1825,neutral
18254,neutral
18284,neutral
18376,neutral
18380,neutral
1841,neutral
18415,neutral
18445,neutral
18459,neutral
18466,neutral
18492,neutral
18534,neutral
18565,neutral
18566,neutral
18588,neutral
18593,neutral
18602,neutral
18617,neutral
18633,neutral
18695,neutral
18715,neutral
18779,neutral
1880,neutral
18810,neutral
18837,neutral
18882,neutral
18903,neutral
18949,neutral
18983,neutral
1899,neutral
18994,neutral
19014,neutral
19060,neutral
19067,neutral
1908,neutral
19093,neutral
19108,neutral
19114,neutral
19115,neutral
19140,neutral
19152,neutral
19268,neutral
19292,neutral
19309,neutral
19392,neutral
19476,neutral
19477,neutral
19485,neutral
1966,neutral
19664,neutral
