id_img,label
10052,happy
10065,fear
10079,angry
10095,angry
10121,angry
10148,angry
10163,sad
10215,sad
1024,happy
10286,angry
10315,angry
10336,happy
10338,angry
10371,angry
10382,happy
10399,neutral
10415,neutral
10426,angry
10551,sad
10554,angry
10583,surprise
10699,angry
10702,neutral
1071,fear
10743,angry
10746,neutral
10818,neutral
10823,neutral
10825,neutral
10839,happy
10854,angry
10970,angry
11002,sad
11017,sad
11024,angry
11028,sad
1106,neutral
11075,sad
11093,happy
11096,sad
11158,angry
11169,happy
11186,angry
11188,happy
11200,sad
1124,angry
11266,angry
1127,fear
11337,angry
11342,angry
11400,sad
11421,angry
11467,angry
11561,sad
11610,fear
11613,angry
11632,angry
11642,neutral
11675,angry
11694,angry
1177,angry
11813,angry
11841,angry
11849,angry
11883,fear
11949,angry
11964,happy
11986,angry
12136,neutral
12144,happy
1215,neutral
12171,sad
12183,surprise
12230,sad
12237,disgust
12307,angry
1235,angry
12352,neutral
12489,sad
12680,angry
12695,angry
12733,sad
12808,angry
12810,angry
12841,disgust
12842,angry
12851,angry
12928,neutral
12945,angry
13029,angry
13041,surprise
13057,surprise
13059,neutral
13092,neutral
13118,angry
13167,angry
13220,neutral
13267,neutral
13279,angry
13334,sad
13351,sad
13376,neutral
13395,angry
1340,angry
13431,neutral
1350,disgust
13514,sad
13533,fear
13535,angry
1358,sad
13582,sad
13599,sad
13607,angry
13671,neutral
13672,angry
13738,angry
13758,neutral
1386,happy
13890,angry
13978,angry
14022,angry
14030,angry
14058,sad
14108,angry
14118,happy
14120,fear
14148,sad
14185,sad
14206,angry
1422,sad
14243,neutral
14315,sad
14329,angry
14357,angry
14376,neutral
1438,sad
14381,sad
14421,happy
14438,sad
14498,neutral
14557,neutral
1460,sad
14706,happy
1477,sad
14775,neutral
14821,angry
14831,sad
14870,angry
14945,neutral
15074,fear
1508,sad
15138,angry
15172,fear
15190,sad
15194,disgust
15217,angry
15222,neutral
15295,neutral
15474,sad
15500,angry
15502,neutral
1555,neutral
15562,angry
15637,angry
15644,neutral
15654,neutral
15699,angry
157,disgust
15709,angry
15712,angry
15715,surprise
15725,fear
1575,sad
15771,happy
1582,angry
15820,sad
15821,neutral
15835,neutral
1584,angry
15848,angry
15897,sad
15919,angry
15941,angry
15954,sad
15979,angry
16033,neutral
16102,happy
16169,sad
16222,fear
16233,angry
16287,happy
16292,angry
16380,angry
16406,angry
16410,angry
16413,neutral
16428,fear
16506,fear
16510,happy
16557,sad
16565,neutral
16643,sad
16659,fear
16681,neutral
16711,happy
1672,angry
16764,sad
16768,angry
16783,neutral
16792,angry
16875,angry
16999,angry
17024,angry
17053,fear
17085,neutral
17099,sad
17167,happy
1717,angry
17170,neutral
17186,happy
17209,happy
17211,happy
17228,neutral
17259,neutral
17316,angry
17344,angry
1736,sad
17371,angry
17413,sad
17428,sad
17445,sad
17452,angry
17502,sad
17536,angry
17647,angry
17700,angry
17705,angry
17731,angry
17735,angry
17736,angry
17752,sad
17787,sad
17910,angry
17939,angry
18001,sad
18050,sad
18140,angry
18142,angry
18161,fear
18166,surprise
18183,angry
18200,neutral
18247,disgust
1825,sad
18254,sad
18284,angry
18376,angry
18380,sad
1841,fear
18415,angry
18445,angry
18459,sad
18466,angry
18492,happy
18534,angry
18565,sad
18566,happy
18588,angry
18593,angry
18602,happy
18617,neutral
18633,angry
18695,happy
18715,angry
18779,angry
1880,neutral
18810,fear
18837,angry
18882,angry
18903,sad
18949,sad
18983,neutral
1899,angry
18994,angry
19014,sad
19060,sad
19067,sad
1908,fear
19093,angry
19108,angry
19114,surprise
19115,angry
19140,fear
19152,angry
19268,neutral
19292,neutral
19309,sad
19392,sad
19476,happy
19477,sad
19485,sad
1966,angry
19664,happy
19732,fear
19811,angry
1983,sad
19832,happy
19877,sad
19906,sad
19923,angry
1994,happy
19950,neutral
19961,happy
2006,sad
20222,angry
20227,neutral
20287,surprise
20290,angry
20298,surprise
20303,sad
20312,angry
20328,happy
20353,angry
20374,neutral
20451,neutral
2050,angry
20505,angry
20532,angry
2055,angry
20629,angry
20630,neutral
20635,angry
20640,angry
20653,sad
20673,angry
20686,angry
20736,angry
20739,angry
20796,angry
20817,surprise
20849,neutral
21068,angry
21099,sad
21111,angry
21131,angry
21135,angry
21161,angry
2117,surprise
21173,angry
21284,sad
21371,sad
21374,angry
2142,sad
21447,surprise
21472,angry
21511,disgust
21512,neutral
21520,surprise
21541,neutral
21573,sad
21670,sad
21703,angry
21723,happy
21782,angry
21836,neutral
21865,angry
21916,angry
21921,fear
21922,happy
2194,sad
22089,angry
22183,fear
22184,angry
22198,angry
2225,sad
22309,sad
22334,sad
22375,happy
22516,angry
22695,angry
22733,angry
22739,happy
22789,angry
22807,neutral
22810,angry
22832,happy
2290,angry
22990,disgust
23,sad
23008,sad
23041,sad
23059,angry
23085,sad
23164,angry
23194,angry
23215,neutral
23230,happy
23246,angry
23327,happy
23404,sad
23468,happy
23473,angry
23488,happy
23521,angry
23532,angry
23749,neutral
23780,sad
23783,sad
23814,neutral
23847,neutral
23886,angry
24067,sad
2407,surprise
